rating,text
5,"허리디스크 수술이후 거북목까지 와서 매번 고생중이였고 힘안들이고 자세 유지할수있는 방법이 필요했어요. 허리지지하면서 자연스럽게 거북목 완화에 도움되는 자세교정밴드나 허리보호대 찾고있었다가 딱맞는 제품 찾았네요. 가성비가좋아서 산건데, 신경 안 써도 허리가 서 있는 느낌 단단하게 조이는 느낌이 아니라, 어깨와 견갑을 살짝 뒤로 잡아주며 등허리 라인을 자연스럽게 세워줘서 불편하지않게 자세를 잡아주네요, 하루 종일 앉아 있는 시간에도 허리와 목의 묵직한 통증이 확실히 줄었습니다:) 착용감 편안하고, 옷안에 입어도 불편함이없어서 착용하고 일상생활 가능합니다. 가을이라서 옷안쪽에입고 위에 아우터착용해도 티안나서 넘 좋아요ㅋㅋ 스트랩 길이 조절만 맞춰두면 움직임 제약도 크지 않고, 장시간 착용해도 어깨 압박이 과하지 않구요. 착용전에 설명서 한번보면 헷갈리지않을것같아요 good 암튼 착용하고 한달 후에 괜찮으면 허리보호대까지 질러보려고합니다 ~ 감사합니당!"
5,어깨 밴드 착용했는데 효과가 좋았어요 효과가 있으니까 더 착용하게 되더라고요 착용하고 있으면 허리랑 어깨가 쫙 펴지니까 훨씬 안정감 있어요
5,확실히 바른자세에 도움 되더라고요 효과없을줄 알앗는데.. 너무 효과보고있음 ㅎ
5,어깨말림이 좀 심했었는데 어깨통증도 생기고 거북목도 되려고 해서 이렇게는 안될 거 같아 구매했습니당! 깁스한 느낌으로 불편하지 않을까 했는데 전혀 그렇지 않았어요~ 어깨 등 허리를 단단히 지지해줘서 편해요~ 스스로 펴기에는 역부족인 거 같아 자세교정반드의 도움을 구해보려구요! 꾸준히 착용하면 효과가 있지 않을까 싶습니다 며칠 착용해봤는데 어깨통증도 덜 한 느낌입니다
1,고딩딸이 허리가 아프다혀서 구매해달라 해서 리뷰좋은애로 구매했는데.. 생각보다 고정 해주는게 별루인듯~ 반품 보내기 구찮아서 그냥 짱박어놓음
5,하루종일 앉아서 공부만 하는 수험생이였는데 이제보니 어깨가 많이 굽어있더라구요 그래서 사줬는데 요즘 시험도 끝났겟따 집에 있으면서 잘 사용하고 있네요~
5,종일 앉아서 근무하는 사람은 알거 같아요 어느날 제 자세가 ㅠㅠ 이건 아니지 싶어 구입한 어깨 밴드입니다. 착용하고 근무하는데 도움도 되고 불편함도 없어요 하루에 기본으로 2-3시간씩 착용하면서 늘려 나가려구요 ㅎㅎ
5,허리가 너무 아파서 주문했어요 바로 도착해서 사용중인데 확실히 착용하고 안하고 차이가 있어요 이거 하고 허리도 많이 편안해지고 통증도 많이 좋아졌어요 꾸준히 잘 착용해서 건강한 허리 만들어볼게요 많이파세요 ^^
5,운동할때도 그렇고 어깨피시고~를 많이 들었어요 자세를 잘 잡을려고 해도 다시 돌아가더라구요 그래서 밴드 사용했더니 어깨도 펴지고 운동할때도 잘 했어요 밴드가 잘 잡아줘요~
5,요즘 자세 좋아 보인다는 얘기 종종 듣고 있어서 기분 좋아서 사진 올려봅니댜. 주로 집에서 착용하긴 하는데요. 습관이 되니 밴드 착용안하고 나가도 좀 꼿꼿한 자세를 유지하게 되는것 같아요. ^^ 밴드 헤져서 넝마가 될때까지 계속 착용하려고요. ㅋㅋ
5,어렸을 때부터 자세가 안 좋다는 이야기를 많이 들어왔어요 처음에는 대수롭지 않게 생각했는데 시간이 지날수록 어깨와 등이 점점 구부정해지고 거북목도 되고 오래 앉아 있으면 허리도 쉽게 아프더라구요…한번씩 허리를 못펼정도로 너무 아파서 병원을 간적도 있을 정도 였어요 ….ㅠㅠ 그러다보니 디스크가 생길까 걱정도 됐어요… 자세를 교정을 하고 싶어서 자세 교정 벨트를 착용하게 되었는데 생각보다 착용감이 편안하고 허리를 단단하게 잡아줘서 자연스럽게 등이 펴지는 느낌이 들어서 허리도 같이 펴지겠구나 싶었어요 꾸준히 착용하면 예전보다 허리가 펴지고 건강한 자세로 바뀔 것 같아 앞으로도 계속 착용해 보려고 합니다^^
5,"자꾸 등이 굽어 보이는 자세 때문에 스트레스였는데, 제품을 사용하면서 조금씩 교정되는 느낌이 있어 만족스럽습니다. 어깨를 안으로 말아 넣는 습관을 잡아주는 데 큰 도움이 되었고, 가벼워서 착용한 듯 안 한 듯 편안해요."
5,의자생활하다보니 허리가 망가질수밖에 없더라구요 ! 착용하고 일상생활해도 불편함이 없어서 편하다는게 참 좋습니당 ! 업무 특성상 오래 앉아있어야하는데 이거 착용하고 있으니 훨씬 낫네요 !
5,거북목이 갈수록 심각해서 자세교정을 알아보다가~ 가격이 부담스러워서 홈케어로 사본 자세교정밴드~ 일단 착용법이 간단하고 신체 체크하고 사이즈 고르면 될꺼같아요 착용하고 있으면 불편할꺼라 생각했는데~ 오히려 반듯한 자세로 일을 하니 어깨 통증이 없어지고~ 목이 서서히 제대로 펴지는 기분~ 허리 밴드부터 팔 까지 조절 하면 될꺼같고~ 쏠리거나 결리는 불편감도 없어서 좋아요 매쉬소재라 4계절쓰기 편하고~ 요즘 집에서 업무볼때는 꼭 착용하고 있어요
5,"평소 허리랑 어깨 통증이 자주 있어서 자세 교정용으로 찾다가 후기 보고 이 제품으로 선택했어요. 포장도 깔끔하고 고급스러워서 선물용으로 딱 좋았고, 착용감도 생각보다 편하다고 하네요. 처음엔 약간 조이는 느낌이 있지만 하루 이틀 착용하니 확실히 자세가 펴지는 게 느껴진대요. 특히 장시간 운전하거나 컴퓨터 앞에 앉아 있을 때 허리가 덜 뻐근하다고 해서 만족했어요. 디자인도 티 안 나서 출근할 때도 착용 가능해요. 선물용으로 추천합니다!"
1,진짜 왠만하면 안좋은후기 안남기는데 추천사이즈로 삿고 해도 위아래 기장은 허리쪽을 다 감싸주지도못하고 뒤에는 벌써 드드득거시면서 찢어질랴거하고 접착력은 얼마나 안좋은지 바로 풀려버리고 자국은 옷위에 걸쳐입어도 자국 개심하게 남네요 대체 뭘 보고좋은평점이 나오는지 모르겠슴니다
5,저쓰고 감동받아 가족들 선물해주고 추천했네요. 이 한마디면 끝. 배조이면서 등받혀줘서 저는 거의 하루종일 착용하고 일상생활해요. 정말 좋아요. 찍찍이라 세탁기 빨지 안기를 추천합니다. 저는 그래서 연결부위에 고리달아서 쓰네요.
5,❌️찐 구매 후기❌️ 허리가 많이 안좋은 편이고 약간의 측만이 있어서 항상 업무할 때 자세가 너무 안좋았어요 많은 제품들 서칭해보고 제일 괜찮아 보이는 제품을 구매해봤어요. 일단 한마디로 정리하자면 #앞으론 이거 착용 안하고는 업무 절대 못해요.# 제 어깨와 허리를 쫙 펴주고 굽은 등을 펴주어서 몸건강이 매우 좋아졌어요. 제가 느끼던 통증도 사라졌구요 무엇보다 어깨가 펴지고 등이 펴지니 체형교정이 되어 그런가 신기하게도 뱃살도 좀 들어가고 몸매가 예뻐지는거같아요^^ 착용법도 쉽고 편해서 아주 좋아요 쿠팡비닐안에 상자로 깔끔하게 포장되어 오는것도 마음에 들었고 주위 지인들한테 간단한 선물하기도 좋은거같아요 오늘 부모님것도 2개 더 구매했어요. 많이 써서 닳으면 또 구매할거에요 품절 절대 안돼요!! 계속 팔아주세요
5,"✅ 등과 어깨가 자연스럽게 펴져요 ✅ 뻐근했던 어깨가 진짜 가벼워졌어요 ✅ 두껍지 않아 이너 안에 착용 가능해요 하루 종일 컴퓨터 앞에 앉아서 일하다 보니 자세가 점점 구부정해져서 고민하다가 리뷰 괜찮은 이 제품 한번 써보자 하고 구매했어요. 생각보다 착용감이 훨씬 편해서 놀랐어요. 2XL로 했더니 어깨도 답답하지 않고, 벨크로로 조절 가능해서 체형에 맞게 조절이 되더라고요. 처음엔 살짝 어색한 느낌이 있었는데 5분만 지나면 어깨가 쫙 펴진 느낌이 들면서 등이랑 허리까지 반듯하게 세워져요. 앉아 있을 때나 걷거나 서 있을 때 모두 도움 됐어요. 어깨가 안쪽으로 말리는 걸 방지해 주니까 자세 교정에도 좋고, 무엇보다 어깨 피로가 확 줄었어요. 예전엔 저녁만 되면 어깨랑 목이 뻐근했는데 요즘은 확실히 통증이 덜해서 만족하고 있어요. 티셔츠 안에 입어도 티가 거의 안 나서 출근할 때도 이너처럼 착용하고 다닐 수 있었어요. 두껍지 않고 소재도 부드러워서 피부에 자극 없고요. 꾸준히 써보려고 하고 있는데, 벌써부터 자세가 조금 더 나아진 느낌이라 가성비 진짜 괜찮은 제품 같아요. 자세 때문에 고민하셨다면 한 번 써보셔도 후회 없을 듯!"
5,"정직한닥터 바른 자세 교정 밴드는 장시간 앉아 있거나 스마트폰, 컴퓨터 사용으로 어깨가 뭉치고 구부정해진 분들에게 특히 추천되는 제품임. 이 밴드는 착용 시 어깨를 자연스럽게 뒤로 당겨 올바른 자세를 유도해주어, 척추와 어깨에 가해지는 부담을 줄이고 통증 완화에 도움을 줌. 남녀공용 사이즈 조절 가능한 S 사이즈는 체형에 맞게 편안하면서도 탄탄한 착용감을 제공하고, 가벼운 소재 덕분에 장시간 착용해도 불편함이 적음. 통풍이 잘 되는 매쉬 소재라 땀이 차거나 피부 자극이 덜해 무더운 날에도 끈적임 없이 쾌적하게 쓸 수 있음. 실제 사용자 후기에서는 일상 속 자연스러운 자세 교정에 효과적이고, 어깨 통증이 줄어들어 업무 집중력이 향상됐다는 긍정적인 평가가 많음. 착용 방법도 간단하고 눈에 띄지 않는 디자인이라 집, 사무실, 운동할 때 모두 쓸 수 있어 활용도가 높음."
5,하루 종일 컴퓨터 앞에서 일하다 보니 거북목이 심했어요. 그래서 구매해보았습니다. 중국 알위에서도 해보고 했었는데 한번 쓰고 안맞아서 버렸어요. 착용감이 생각보다 편하고 회사에서 오래 앉아있어도 불편함 없이 잘 사용하고 있습니다. 남편도 하나 사줄까 생각하고 있어요.. 두루다루 학생이나 직장인들에게 추천할 만한 딱 내스타일 상품 같아요. 굿입니다. 굿....
5,병원에서 일자목이라고 해서 자세교정밴드라도 하고 있으려고 샀어요.사이즈표 참고해서 구매했더니 잘맞네요~ 자세를 반듯하게 잡아주니 시원하고 아주 좋아요 꾸준히 써볼께요
5,어깨가 평소에 굽고 불편해서 바른자세 교정이 가능한 밴드 구매했습니다. S 사이즈 주문했는데 사이즈 잘맞고 남녀 공용 제품이어서 사이즈 고르기 좋고 확실히 밴드로 자세 교정해주니 올바른 자세가 가능하고 약국입점한 제품이라 확실히 믿고 사용하고 약국에서 구매하는것보다 가성비도 좋고 만족합니다.
4,"라운드 어깨와 미술로 뭉친 허리고동인 딸, 어께뭉친 엄마아빠 온가족이 같이 쓰네요"
5,바른자세를 위한 자세교정밴드 입니다 하루종일 책상앞에서 공부하더니 어깨 통증은 물론이고 거북목까지 있네요 착용하자마자 어깨쫙 허리딱 교정이 됩니다 어깨는 당겨주고 등은 펴주고 허리는 반듯하게 펴주네요 통기성이 좋아서 더운날에도 오래도록 착용해도 무리가 없어요
5,운동할 때 자세 잡는 용으로 샀어요. 특히 스쿼트할 때 허리 지지대가 안정적으로 받쳐주고 어깨를 펴주니까 좋더라고요~ 밴드 탄성도 짱짱하고 옷 위에 입어도 불편하지 않아 만족스럽습니다^^
5,늘 잘 사용 중입니다^^ 사진찍어보면 등이 맨날 굽어있었는데 이 밴드 착용해보니까 등이 엄청 굽게 생활하고 있었더라구요... 바른자세 잘 유지하겠습니다
3,라운더숄더 및 굽은등 자세 교정에는 도움이 되는것 같습니다. 착용할때는 불편하지만 그만큼 제 자세가 많이 좋지않다는거니까요.ㅠㅠ 불편한만큼 자세에 신경쓰게되고 이가격이 이 기능이면 별 5개감이지만... 찍찍이는 3번사용하니 부착력이 너무 떨어지네요. 부착력 때문에 반품하고 싶을 정도네요ㅠㅠ
5,오 완전 좋습니다 기대 이상 이네요 ~ 어깨 펴지는 느낌도 확실히 들고 어깨 끈 부분이 걸리거나 그렇지도 않고요 ~ 타이트하게 잘 잡아주네요 ~ 소재로 시원하고 아주 좋아요 ~
4,허리 찍찍이는 넉넉한데 등에서 허리 로오는 찍찍이가 짧아요
5,편하고 자세교정 되는 느낌입니다 옷 안에 입고 나가도 별로 표시 안나고 허리아프더니 고관절까지 아파서 갈때까지 갔구나 싶어서 샀는데 많이 도움됩니다
5,요즘 자세교정이 시급한 것 같아서 제품 구매해서 사용해봤어요. 허리랑 어깨가 쫙 펴지는 느낌이라 처음에는 이질감이 있었지만 점점 사용하다보니 적응돼서 편하네요!!
5,신랑도 나도 핸드폰과 컴퓨터를 많이 하다보니 어깨가 뭉치고 아파서 정형외과갔더니...자세가 좋지 않아 어깨가 말려서 어깨도 팔도 아픈거라고...ㅠㅠ 도스치료 물리치료등 받고 스트레칭을 해도 잘 낫질 않아 구매하게 되었어요. 여자인 내가 하면 넉넉히~신랑이 하면 꽉 쪼이듯... 잘 맞아요~ 착용해보니 정말 말린 어깨가 쫙펴지면서 자세가 교정이 되더라구요~ 하루정도 차고 컴퓨터 앞에 앉아서 지내 봤는데...첨엔 불편하고 부자연스러웠는데~ 시간이 지날수록 괜찮아 졌어요~ 틈틈히 계속 착용하면 자세 교정도 되고 어깨나 팔도 나아질거 같아 꾸준히 착용하려구요~
5,"제가 이 자세 교정 밴드를 쓰고 있는데 남편은 큰사이즈로 하나 사줬습니다. 저는 이거 착용히고 자세 교정에 도움을 받았기 때문이에요ㅎㅎ 제품이 참 튼튼하고 착용감도 편해서 너무 만족스러워요 자세교정밴드 샀으나 불편하고 구매 실패 하신 분들 계시다면, 이거 구매 하신다면 그런 생각 안하실듯 합니다~~ 꼭 한번 써보세요! 자세를 잡아주니 구부정 했던 어깨도 싹 펴집니다!!"
5,딱 달라 붙는 반팔 옷 처럼 된 보정 복도 입어 봤는데 그건 너무 고가에 답답하기도 해서 이걸 구매했어요! 당연히 보정력은 덜 하지만 간편해서 일상에서는 이게 더 좋네요. 완벽하게 어깨를 펴주는 보정은 불가능 하더라도 입고 있는 것만 으로도 자주 의식해서 전보다 바른 자세 유지중이에요ㅎㅎ 너무 과하게 조이지 않는게 더 오래 착용할 수 있는거 같아요!
5,찍찍이로 조절 가능한게 너무 편리하고 좋더라고요! 저한테 맞게 조절하기 쉬운 상품이네요 ㅎㅎ 가성비도 좋고 잘 차면 교정이 잘될거 같습니다
5,허리가 결리고 자세가 바르지않아서 바른자세에 좋다고 해서 구입했네요 어깨랑 허리 밴드 s 사이즈로 샀는데 허리가 편안하네요 ㅋㅋ
4,배 나온 분에게는 작은듯. 큰사이즈인데 어깨벨트가 양쪽으로 10cm 씩 더 있었으면 합니다.
3,아기 씻을때 착용해봤는데 허리에 전혀 도움이 안되네요..
5,"너무 좋은데요? 디스크까진 아닌데 자세가 안좋아 관리 하려고 구매했어요 일단 자세교정밴드 하면 어깨가 확 펴지고, 착용한게 티가 안나 밴드 착용후 옷입었는데 티가 안나고 아주 좋습니다 착용해보면 제가 한번이 어떤건지 알꺼예요~ 진짜 좋음"
5,포장 잘돼서 배송 잘 받았고요. 필요해서 여기저기 보다가 구입했는데 품질 좋고 아주 만족스럽네요. 잘 사용할게요
5,짱짱하게 잘 잡아주니 편하고 좋네요~ 사이즈도 있고..딱 잡아주니까 허리가 펴지고 힘이 빠져도 바른 자세 유지가 되니 좋은듯해요. 굿굿
5,허리가 너무 약해졌는지 너무 아프더라고요 친구가 사용하고 있는 제품인데 괜찮다고 해서 주문했어요 바른자세로 앉을 수 있게 도움을 주니까 딱 좋네요~ 잘 구매했습니다.
5,튼튼하고 자세를 잘 잡아주는 밴드 허리디스크 판정을 받았어요 병원에서 파는 거는 너무 비싸 엄두가 안나 바른자세밴드로 저렴한 걸로 일단 구매해봤는데 웬걸 착용하니 훨씬 편하고 좋습니다 어깨부분도 도톰하고 결리는 거 없고 허리랑 어깨를 편하게 잘 잡아줘서 훨씬 든든하고 지탱해줍니다 사용법도 잘 나와있어서 쉽게 입었습니다 감사합니다
