t_dat,customer_id,article_id,price,sales_channel_id
2019-01-01,80d8c96835c3aaf25a5b2bc306d9747bbd4601fd75bc652e0df44d9d96f9884b,542677002,0.050830508,2
2019-01-01,a105c61ed98470b3dbed27f1bdfc584d09d20762efe68039135ad9fec8491642,665201002,0.010152542,2
2019-01-01,d6e6bb8aae30edd34cd6b93f0622cf9b83504909f2aba6c5094971fbc0ed5669,372860001,0.013542373,2
2019-01-01,e3c51096146388f46d79702cc3a143daaa2fd82350cd8fcb7ffa3b5c75081be3,681247002,0.033881356,2
2019-01-01,05e0e58672ee73b047e510dbf974ce1870f92b71f5f6ac49a8bd1d45e6a037de,629061002,0.089983051,2
2019-01-01,cda37ffa2373eca52956a73ee1346fcb31299f604e1c0d22f866c8ce856d45d7,685689001,0.016932203,2
2019-01-01,09a33e5dab855528c7dad33a4119b68102aa91c37a9e25ded32a4ba538b41944,554704005,0.030491525,2
2019-01-01,e3c51096146388f46d79702cc3a143daaa2fd82350cd8fcb7ffa3b5c75081be3,604015001,0.030491525,2
2019-01-01,d83dd46da301bcefd2450b580b131932dc9c580b6c69d51cd6873204e559a847,662553001,0.050830508,2
2019-01-01,58bb1e01b9e8e592bef5ea8e2dbe587fc3ca290b55e9762e2065aeab68c06ef0,572400002,0.023711864,2
2019-01-01,7031a74291e5a77636364e6bdfcf54f5faae7cca6b6ed322ecfdb53761fa02b3,663034002,0.045745763,2
2019-01-01,0020214808da2ebeee7b8eb0fe5bc50bb4f7f52c37ccfff693a080b5d1017134,583534018,0.016932203,2
2019-01-01,9e9faf4fbdcb21bf82d1ea086d0c7180c5bf7afeec9019bb66981d474c8cce45,399223025,0.033881356,2
2019-01-01,d1567968ad7480af7a3cc0bb9a52a27aef3b8bb2bd34a96c1dbda3d47946b054,391750016,0.030491525,2
2019-01-01,df83ac0e2c5dbbe728e9ac5d21b213ff7582007b2ad627e87ca1eb3640a04950,679285001,0.02540678,2
2019-01-01,d95fabc2ef53062ce23441d742ffb93a69f2b3889b6ffe5004aceb148b319aa4,661162001,0.033881356,2
2019-01-01,30a96f9f6faffe85abfefeeef6214eddec9acc7f4063777ffb696e37d8e517c9,518526002,0.016762712,2
2019-01-01,ac0370c062ecca192a023bbd802b07ce2f8eb1df207e770a7857351d3ca03c7e,605053003,0.02540678,2
2019-01-01,741b8d69c6f07b3f05bb2fc0ebdd846037646ab7c774defd488927d63bc3226d,647355002,0.030491525,2
2019-01-01,db149968dac6f36329672833427339eeb466d1e7ad8113edf39b8183b309d59a,583558001,0.067779661,2
2019-01-01,709f64e89cd7234e99e2bb9b747a18f9f72a89ca800ce928004ed17f161e1ce7,636455003,0.050830508,2
2019-01-01,5a725a3912af1a9fe9b74e8b13da1a16e2bab9df31d2055ab83aadcc83bf216a,648624001,0.02540678,2
2019-01-01,9754c08c71b69989a0d6e80ac397965c169a553bea87b99c1c65420288e654ad,692930001,0.016932203,2
2019-01-01,f9d5cdeb30da2babc86575b6cd1aabdc1d2ba3e7808fc02816dd7e1b7e5b0e09,519583008,0.033881356,2
2019-01-01,dde124b212c0d07000f3ad8ade74bdf2c667f398622e12e44f3f3869a0696cfb,576692003,0.022016949,2
2019-01-01,8bc02dde3b5e83984ebfbddb29a74b375e045187c702b7a0dd703e722377a187,514577008,0.010152542,2
2019-01-01,d04f54824ea0fd93c1c1ba09de12b9c7233653739f17be264107a3478d5fc357,630313006,0.010152542,2
2019-01-01,b04c1f7338b94dbc8e3e24c6045361636256bdb8a8fd59862adbb90662587b45,666585001,0.02540678,2
2019-01-01,8e5e7970e935c3d14cb3cc12a870fa3b0aa1d5e1b09b031d3f84494b54f9d268,356289076,0.016932203,2
2019-01-01,6a540db7926f8d7fdc5b9e100a60bb65a9f1301cf883b5d09f53773c0d9a3678,664319008,0.015237288,2
2019-01-01,db9b84437b47b88f90862f69dd6804f65510f249fae5ae923f0ff5a28b33b0ed,445419001,0.015254237,2
2019-01-01,62d66301f864cd021e499bf2a6367513da0833fb87f99903313392e71bed4416,694966001,0.016932203,2
2019-01-01,4f9c658ea4e834c6de826720f18aca91a5a9756f42c930af3289b2abc86afdd1,695458001,0.020322034,2
2019-01-01,7ecbc5b61272b16cef3921dc439a6a2920c3054f35d724546db1637a3fd82e4e,659321001,0.042355932,2
2019-01-01,d7583aed2ae7fe51c6586550cdf2483fabb1098027860f4ceaac08b0db153a97,619515001,0.02879661,2
2019-01-01,559232c16cf82982a2a1e8206dc8c1faa0c8ebd46836c5a0050010feaa207f3a,696927002,0.042355932,2
2019-01-01,b41dafd84a6201d80edf64d9aca37fd7c345b4c4f2fd002da47c0112f14cfcc4,696176002,0.013542373,2
2019-01-01,9babc2fdf3fbd6e3c2911f12416f6abe14dbbf39f520616f893cc767d59b0a0e,611929009,0.022016949,2
2019-01-01,3eb88f711365c998b2a27df59a470c4c0d27508ec603dd686950de86ee956e3c,487722001,0.042355932,2
2019-01-01,40603f1e4c86a9f6094727b0b848c75f0d1887acaaa3286a5c01cd6311dde6da,655225001,0.032186441,2
2019-01-01,0ebb4529de59d30c19b79235c5f67e6b1073e54bc6e05d13054ebe08a5a1d20f,565200032,0.005067797,2
2019-01-01,a7abf8583f399435a11b088ade793a845aabb77416d7ed04379e655add7d40e2,504113022,0.010152542,2
2019-01-01,ac31088b7ac3e42e3a5ecc4acc391c54357c655fdef7f3a35619e1891d519cfc,705786001,0.101677966,2
2019-01-01,73c5c2f63c8c686776d42e2662104b0f8ef3f3cbc6f111f124b75739695af7f4,721060001,0.016932203,2
2019-01-01,284090ca7a276ac61f18b0d9ac1117d91e7ab9e8674a129df2676905568d47dc,633135005,0.015237288,2
2019-01-01,2fd7305181be496adb991ba11fc375af4f882391eb11b62de00610827e64c7dd,671612003,0.013542373,2
2019-01-01,2a0755c5c7f9d5db455cc7f5617aa924754e6ae98f54ed814bf988361f945f65,589924011,0.015237288,2
2019-01-01,2fd19123072c9a9e2ab21e78ad1e184aa41656b4f86803961f2e525b0b8e95ff,695449001,0.02540678,2
2019-01-01,353de82711b903d5668f804fb689780ccd3699c7680fe8aae347a6619dec764d,619595001,0.010152542,2
2019-01-01,1da4c4cac99f6b2407501906a8989481c8726c21c51a831a605c9b6290772192,509091022,0.016932203,2
2019-01-01,6017bbb9cbd88d29dc7bf58de5110439b1e538ec8de6baea409239ae3d936b32,539723005,0.022016949,2
2019-01-01,af5de57fb3e470140c326690ba14087fc8c2aceefa3444067c302b3c7d61c4d9,539387004,0.030491525,2
2019-01-01,9fa49f35aedd8fd26b82c003646b2f637b7892fb40a18729d12df593de738e3a,685689001,0.016932203,2
2019-01-01,b767fec771f9ded5a494d372e5d4059b008b0ed156894441684d9c03a289890b,696128001,0.038966102,2
2019-01-01,dd653e4b8d4f6b7a9dc6b643a29fd71ba20765996c691f845b1384ea7cfb3bb6,633109001,0.020322034,2
2019-01-01,3948e671ebc15f48899695b45ec25dbefc0a01b3b9482520bb0ed3e8af4783da,699383003,0.101677966,2
2019-01-01,75133900ff627fd7ff88276006b8298f2facbbb1b54bd5a064cb8ff17f8b6205,586896006,0.010152542,2
2019-01-01,49483857e00f6c2cbdb78a93c7cf3f5b957759cd25f7ec33eb8abce248a18b8d,692930001,0.016932203,2
2019-01-01,028c7a42f9e33476af3bd2ea21e0ea4e85f8d74606cee0717b8a64466d6eb765,683247002,0.02540678,2
2019-01-01,5e890de9157b6928208da700f1c3dc73a2d2b563f068bc5ec52caa248e412e29,722349006,0.084728814,2
2019-01-01,9111991c18c11e423fb42d475cc8cc54c9b9eff2d7bef842c5f410c8108ebd4b,679514001,0.02540678,2
2019-01-01,da7fc5605560bf1d2441a93ce9c2ff891a451976d27dd9ddc2cc88375ec71236,687036009,0.016932203,2
2019-01-01,645c3fe993a6f1600ac39b2829031682496488170aed8ff35a9743b341f242bb,716258002,0.02540678,2
2019-01-01,4e798c7221b687ad8d38dab4b1e62d790e9400aea6c7a379a7f63b8291ebc4ce,635839002,0.022864407,2
2019-01-01,bb346129a52acd2814d0741de6281b625dce6d574f7977f07aaad00d8883b554,504154021,0.02540678,2
2019-01-01,cfc95c96015832bf7b20bf6ebf1c5a5f639a361286fa9c9fa193bd9c37d0f592,615042004,0.006762712,2
2019-01-01,fd15d663d45bf93eb3ec82a695e873ff1cb41c5c919d04eb61213766655738be,660327001,0.022016949,2
2019-01-01,e0b139a56eede31042c571a1a1baedae975be146622ae41bf03561fece8812b6,597918001,0.02540678,2
2019-01-01,a87c77da7747283f30f18599982c7455b108ac7d4012960c6f32c2bf8d7ade44,666382002,0.015237288,2
2019-01-01,1132dee05666683747d86e663bff33e5604f6ad8d75752285fc5deff28eecf35,620951001,0.02540678,2
2019-01-01,e301d412f0e5eb1b1ff832bdc01b834d7436e0eaade7d1a2e1d0b67743d97884,446224001,0.010152542,2
2019-01-01,429f894d8e5fa13f9195081731c0d412266832b7df229545a52ef30c0e984671,639091008,0.015237288,2
2019-01-01,e36b58795894fcb04edd1c6ea7bcafc16f3f9b9cb4e52c13f56ed5c8876921b6,689109001,0.016932203,2
2019-01-01,39d3d2a2df8c3dcebbf08ee18fed3306ffbb2930924962e810cfcdc4a29495dd,611306002,0.120322034,2
2019-01-01,428ebff8be0d07552dfa6ebfdb93e225fe5b7589321e1c485d4e3a155dc87ba1,605970005,0.022016949,2
2019-01-01,d1a9576e3ca2f46d0be381e1325dd9791aa71a6fdb4f726be0349d512c45df2d,662773003,0.050830508,2
2019-01-01,2d94dc22e439a62ad73f6025490d90e38ffe3bbc8e593ed2ff2effcea7b1aeae,635888001,0.016932203,2
2019-01-01,cca27e6b41aebfbc358e1204f62567d695a5261b0d3ee53cbdcdd54271a57e48,573085004,0.033881356,2
2019-01-01,14abc3ae13b3c91f34fc3975ec07c0408d8bb5e50457c1231c1361aa51c5bb4b,660327001,0.022016949,2
2019-01-01,3e9ba0fcf809fab04424dff67aca81442423c83b36669349038703cd4a941ff8,558512018,0.033881356,2
2019-01-01,884d11a50289fd56ed18e5b77f313853ea105f2fa67abdc6d22096f02995dcd1,575172001,0.020322034,2
2019-01-01,130a1f77f2def790d230a2476346fcbb260c62f90e4dee849c72e108d54d596a,611024001,0.016932203,2
2019-01-01,0fb8369268e0150021bc7f42e934af792244f029e1d8e07d76c1c4a7e42f52fb,643564001,0.022016949,2
2019-01-01,1778aceba44e9d2d507a6cf9129a7275b49e425fc5ac8070c50f2cc87f2f22f7,621760008,0.010152542,2
2019-01-01,6fa2d5ebc9f8cc132df1a3c1ee0671ba16f76a527b5b5f7f390c14d5aaf3b89d,677930006,0.016932203,2
2019-01-01,2662bf9120167b208d20e489ef046c53cd378362ff302e9383b05bf06a3886b2,620754002,0.02879661,2
2019-01-01,3958163e6339330ca4c32a42f54da03f26f2bb0e743d46b6ed0c4aa33fa43d72,658978003,0.030491525,2
2019-01-01,769f91c959a1ff3aaf95badcd70caecdde97fd9f4ca258c5e27874e4ad959805,660599003,0.033881356,2
2019-01-01,6643a7cf0c33cca9b8928cbb61fffd036a9d193c83bf95f270f0df23dc735375,717779004,0.050830508,2
2019-01-01,3a3f81a4603b4ed42312cbd5c45d560ddf88894d25431a4031150dbd147e2910,679232003,0.008457627,2
2019-01-01,09f9072628836280f9144082d9e8f167a5708bd68f4f29cf7f64d60f61708f2d,667509002,0.042355932,2
2019-01-01,d7307f6480ff58ab0b110850b9d4463bbd7366599c28a77e3e0543f5cac66858,539723038,0.013711864,2
2019-01-01,e97c3a6c680cd3569df10f901a61fdffaf8f70300f6adf6e266b80c87d54245a,697980001,0.033881356,2
2019-01-01,657f9a57b2f3a67764f8a13ed594361db17c2098019c2079720e9fab6480339a,685694001,0.067779661,2
2019-01-01,f5256fc6308a7777822138895f2c6d41236858a0c07b99e012627f2285fc0f28,699077002,0.016932203,2
2019-01-01,16a4fde2e3e41c24e267ca8ee9afbca2fa4b04ffaa51250acffee493916901ec,713602002,0.0,2
2019-01-01,1f8499ffe29392b12047fe97ce05010944013e7c2a9ec65879e75677d1dc2256,433444007,0.013711864,2
2019-01-01,8e7d57f13b09a6b621ba88423a6c1ada89a8b2c38430cd104c78e573c48f0fc8,706016001,0.033881356,2
2019-01-01,3bd0e6a150e26df05c20c91008410ac1995c633edfa6d5141bc93229937d4c78,669391001,0.02540678,2
2019-01-01,8bc02dde3b5e83984ebfbddb29a74b375e045187c702b7a0dd703e722377a187,628978003,0.101677966,2
2019-01-01,2ef4f2c298e97c465803581939b9413dc80b9dbba4e9818e7f88fef516edf70c,630672001,0.015237288,2
2019-01-01,86bf269235222a17113552c2dd9e4f4aa6ff1d20a15c7c8f320d251b1c1c8343,465655010,0.016932203,2
2019-01-01,779bcb60bd29e64ddb230aa557c19319b8789eb93f1e186a5cab8afd6c3eaa42,699075002,0.030491525,2
2019-01-01,970807a25f5a82da53d8c5033b160c6ff6ab461aac36370f8838cf5d999219eb,470789001,0.016932203,2
2019-01-01,c6f70172a3eefd936c46b11fe61b11ceae0d9c22b3a72a2401265ed6ee4f556f,638945004,0.02540678,2
2019-01-01,3d087534097b88f8a2ffaac1cba474df0b181cc96331102ccf221fd7e5649046,615085004,0.010152542,2
2019-01-01,d90981b1a6248d7b7cde0d983a2b80938d6bcf394d2294c2019ee3597662da35,663588002,0.050830508,2
2019-01-01,5b3c56792f25939bb287a93e15c4bae466698ac37cd7e1126799ac98945177f1,349080001,0.011288136,2
2019-01-01,7bb244b50691c3ff9f8568a9cdfc6e7f148dbb4da54c4b33c3cee60e35fad072,680262010,0.033881356,2
2019-01-01,2ed029e6677a3feecbf22b812b5393f001639241228bae6ebe9628b348cb518f,684712001,0.067779661,2
2019-01-01,f80664b3688637b73b7620ad3bf263fd6987b13da5ed6dbe9a222d68dfba6093,683356004,0.010152542,2
2019-01-01,46a3659c90b7a48936f02d55da59784cd3a1f482b5bb24d5afd1a002a6adc4c7,685273004,0.02540678,2
2019-01-01,655b98478ae27bd75e3115cc200b7144f2fa30900c7c4ca4feb840a1d82f9c59,717674001,0.042355932,2
2019-01-01,dea286e6eeb799ea23173336e143284fba79454aeda01b94710f8999766402a2,685848003,0.042355932,2
2019-01-01,9deff9a256309aaef34bbf4bfcd7f627886a6b4fee2cdb4818681611b14c04ed,692930001,0.016932203,2
2019-01-01,d4716bceb82073ec7a849ea949bb75a468c688f7c6272ed57a70f73b002c7e4c,679895001,0.02540678,2
2019-01-01,0692fd9bb00db39ba1bffe07bf2d54cb21e1115648068dd39eee5b4ca0cacf8f,673900002,0.020322034,2
2019-01-01,b96c405ed5e738211848e91d4e01981174647a5f308d38ffed14a3a8fcb4f074,120129001,0.016932203,2
2019-01-01,9ead7b379f1f166a2921504278d179435c18d6764c8bbd52368539af21e9d0d5,721060001,0.016932203,2
2019-01-01,63ee9d8155331d0955fcd4e92236b9fbc291f955435a51fc6c3d29742fa1beec,648719001,0.02540678,2
2019-01-01,8200d8003903fd1a568dbbebfe12111a717a99987681222863567fdceb96bc38,615307002,0.022016949,2
2019-01-01,aa9cedd2461762b8bbdaf2d12706a10f008f41fad53e31003b1e560ec0037f46,621251001,0.025915254,2
2019-01-01,ba0098a792abad648fb92e0892692e90051fb052d5238edcfb55f86859f40f52,681247002,0.033881356,2
2019-01-01,e6ecf66cdd39a383846f2371d1c59abecac9e3cff39785aef8e135e7334bcdb4,465655010,0.016932203,2
2019-01-01,fceb30d9f57285e2fded6d31f2091a018b602b3b30de8d1be6891278db6e7182,630145002,0.030491525,2
2019-01-01,3738b656ac42d4d8ae0dee1c14befe25c0ba1277c299aec2916fcc0fec984828,680262010,0.033881356,2
2019-01-01,6ebbf00b8e332a31a29784d9007ebdd77636f50f04e77280416753dcdc3588d6,473954008,0.015237288,2
2019-01-01,41712b65f208615ccb85ad6d615801d58acd13f9e95f5255aea12f32e362ea77,512251004,0.016932203,2
2019-01-01,b6f98b7a49c8ef99e0f14d21a87889340f7aec082815dac99134c4cc69de4579,643582002,0.02540678,2
2019-01-01,cec89233f458429abffd02f9c762dc196dd2eba5e76e7deae79aacaf0fbec4a7,634834001,0.042355932,2
2019-01-01,b0f328041101f1332c788d3f66fae3d1c529187e7dcf0f737f7bb2431b523c6d,636407001,0.017610169,2
2019-01-01,4665124e071e3e9f7bf538fd08b0b9fdada92dd8cd982991f3485a1c3a447c96,703559002,0.042355932,2
2019-01-01,d190d35b500289ae5559eb123cb326279250e0be92e584f0c3c0ba9632c2d9cb,370737001,0.015237288,2
2019-01-01,0a45168a9fdde35557e23ab2663ffbd0d565ac380ece7a3b09e7680c2a0f94be,643358001,0.050830508,2
2019-01-01,f504db9348d8586bf7a0bc944deeba650247cb932de34af08ffe0edba41fb5bf,554141003,0.013542373,2
2019-01-01,7800cfec0a5dcc2197414c7d071396a8269cc7571894082220d5b14c432bf5e4,662905001,0.030491525,2
2019-01-01,7cd8beebf2d603af88f7f31686af5ad968ea1038ad4efe3b6dca770dc685abf9,619685002,0.030491525,2
2019-01-01,1a94ff77bd1912958d157877941fd5b88eee4525720148c48460bcb36c3bb52f,598806012,0.010152542,2
2019-01-01,b89a47f6b0df42c739de9b7770e44753df0286037f51a05e751537f6fb4dbf0d,679278003,0.022016949,0
2019-01-01,9111991c18c11e423fb42d475cc8cc54c9b9eff2d7bef842c5f410c8108ebd4b,609598007,0.020322034,2
2019-01-01,a503cef1a5657e3812ecf1e37b7d2bfb5a0f8ec2b56d37bfcb32836cab00493b,737710001,0.02540678,2
2019-01-01,aab57f0dd9134d10b6afe9a1565ca284d8e71a897beda1dee70546c03f930d49,719238001,0.02540678,2
2019-01-01,b3a6eb393d4106755a32ea195276818a5d09382d350b2d0d5c3f61ebb28fa248,681179011,0.050830508,2
2019-01-01,12878245013c520bb1780f6c907ff548f4ab3708d84c66dcc61fd2c80b02cadb,341129001,0.022016949,2
2019-01-01,759328292c1f5e3a93fed0c4a46f9dbf510678f04f6993d5781935639805c94f,630116005,0.022016949,2
2019-01-01,b412905383ba4cb3e58350d0c687419978ef4632cd9c36c094ba6cac289ef8f8,655177002,0.050322034,2
2019-01-01,c494bf67db4c111ada2800e0e81966d94e38bc4960d688a36cac7ecf612d6e33,529953007,0.033881356,2
2019-01-01,ecae60bec898772d2fd2a37d5d48a3a4065ac6b5587877c2f7e608e4f40ac119,219075017,0.038966102,2
2019-01-01,4368d11e61ce5765b4f5e9f697ca17338dfde5b577596fdcd36d7e5861c945fa,723688003,0.050830508,2
2019-01-01,798f05842b655afb8f1bc7c8a73a4854783a5e7c3c822c731c8e2314cabbcf58,194037001,0.011288136,2
2019-01-01,72ba89329437b7c70f7c81b781dd0b0817ec5288801d678a689c4cd9089cf4b7,637549001,0.022016949,2
2019-01-01,f33c7908276e1d46a9656d531ce8d173a6d655d85f7609c36a89e486cd1979fa,571436011,0.010152542,2
2019-01-01,2088ae3ef28b386deafb882abe8859de1ad026c4bef87324685402dc9a8daf6b,711463001,0.022016949,2
2019-01-01,f0ac51d38b5de1f5a66fa24f4da0e6d340eae320471e5ab538c834b8bbb50dbc,684825001,0.015237288,2
2019-01-01,2d443fa8c26d6974c204058dc8c1a977ad5a7efd7adcb483b25fccca387f00ef,568301006,0.010152542,2
2019-01-01,e12f5192b5b16f4466e90c534b5f31962811e06c138cb80b86bc88da40800630,719230001,0.067779661,2
2019-01-01,65366173abaa705f604be199eb5abc28c8152c5572c730155563624962aa7a55,655039001,0.033881356,2
2019-01-01,ceb2e0b537f5bde651d619599e76fcbee0ddfeeac4dc0d32358b706819c90731,698302006,0.033881356,2
2019-01-01,ee0e04f9a2507d9fc8e4ea7b2651e78373f13ca6cf6bd937b08a4172186a40bf,615372009,0.027101695,2
2019-01-01,96fe150d311dbb0191cb22df019a31c02d0ba54b9556c74e22e3087d3c5f635a,643200001,0.022016949,2
2019-01-01,58321f24894cfeedeb303054ffb6d8420e47be031e41e99c7705649123e870b0,461327007,0.050830508,2
2019-01-01,b2ae922fcab0a8bd5f843ef2d79e5264435bb64d7418c6869b927b5230f491c8,650279001,0.030491525,2
2019-01-01,8b5be9e234b5a782bdd9b9ce4500d7004235ce982ee08283bf9bd33a8c51c407,586007001,0.02540678,2
2019-01-01,26325d87151f47d684eb9b1464752ac4fa39c8b06d2c094a25bfa6bb42ee80c3,613456001,0.016932203,2
2019-01-01,c85ffefbe9b19f186aa443bfa02b31d06a9cdf75c4f52c9f14ad7c6d4ce93d54,559601006,0.012186441,2
2019-01-01,9f31aecac2559f0a7f09c55d57033019fe192cd859ce91947325098bf92f4a87,600380003,0.008457627,2
2019-01-01,4a728da73c390b537c466ec34c5b7b03c812cc92bcfc8fe82a8bd9e5f43bafa9,681156002,0.050830508,2
2019-01-02,ea5cb93927c95d16621e03c54eb3e037f4582068522d7ffa56d7d5735e934e67,498044001,0.042355932,2
2019-01-02,8652d8dd27d6c32dd199c07a942907ccc2dfb88d045f047b680fb2157fb5a88d,562251007,0.015237288,2
2019-01-02,a42a9a624ee92909d6309ce2f0f7ba93c18b46b47d7acda3df8c1bc62f039988,669105001,0.076254237,2
2019-01-02,cfe53f4968416eac3ca5a177c823ba5bb2bf4baea50a53b91359f9540eb9b414,383152002,0.030491525,2
2019-01-02,69d94ab06f114a013ac2cb8a3e2dfc1df74d3d96342ba6b165a7e6eb9fecff8d,705431003,0.042355932,2
2019-01-02,4cd9c69a5f5ce3b6e84395d022ae0918c2a176e0692b9dd52e4de9834d2db6c4,559956003,0.012186441,1
2019-01-02,0ea8100fbcf1609821166b222d415aa5c881addd75c046c03ce9df6ff6104d10,706016002,0.033881356,2
2019-01-02,f42e70e6af3c71ac23e74bb2d9f75fbe99a45db4abe605876a29873b5c3f8fdd,504152008,0.010152542,1
2019-01-02,f0ccbd8339f1ba7119b7f34c16565ca4bf9c3447ebfc586808e930d12275c966,559129015,0.042355932,2
